symbol,market,timeframe,action,strength,confidence,entryTime,exitTime,holdBars,entry,exit,stopLoss,takeProfit,exitReason,rrPlanned,stopDistPct,plannedRisk,realizedRisk,riskKeepRatio,rGrossPlanned,rGrossRealized,rGross,costR,costRBase,rNet,tradeable
BA,US_STOCK,1D,SELL,moderate,58,1970-12-07T14:30:00.000Z,1970-12-14T14:30:00.000Z,5,0.46913599967956543,0.47736600041389465,0.501323,0.404762,time_exit,2.0000000000000018,0.06860910273776621,0.032186999999999966,0.03218700032043453,1.0000000099554034,-0.255693315137454,-0.25569331259192396,-0.255693315137454,0.007287662715996613,0.007287662715996613,-0.26298097785345065,1
XOM,US_STOCK,1D,BUY,moderate,58,1970-12-07T14:30:00.000Z,1970-12-14T14:30:00.000Z,5,2.277343988418579,2.246093988418579,2.2217,2.3887,time_exit,2.003597122302158,0.024414405677294956,0.055600000000000094,0.055643988418579315,1.00079115860754,-0.5620503597122293,-0.5616060402594316,-0.5620503597122293,0.020479712126066325,0.020479712126066325,-0.5825300718382956,1
XOM,US_STOCK,1D,SELL,moderate,58,1970-12-16T14:30:00.000Z,1970-12-17T14:30:00.000Z,1,2.1875,2.2102,2.2102,2.0949,stop_loss,6.738255033557089,0.006811428571428532,0.014899999999999913,0.022699999999999942,1.523489932885911,-1.523489932885911,-1,-1.523489932885911,0.0734060402684568,0.0734060402684568,-1.596895973154368,1
BA,US_STOCK,1D,SELL,moderate,58,1970-12-16T14:30:00.000Z,1970-12-23T14:30:00.000Z,5,0.46913599967956543,0.4567900002002716,0.506173,0.395062,time_exit,2,0.07894725628665764,0.03703699999999999,0.037037000320434554,1.000000008651742,0.33334231928325264,0.33334231639926093,0.33334231928325264,0.006333342329016465,0.006333342329016465,0.3270089769542362,1
KO,US_STOCK,1D,BUY,moderate,58,1970-12-29T14:30:00.000Z,1971-01-05T14:30:00.000Z,4,0.8776040077209473,0.855236,0.855236,0.906716,stop_loss,2.0000000000000067,0.019553237962714885,0.017159999999999953,0.02236800772094727,1.303496953435159,-1.303496953435159,-1,-1.303496953435159,0.025571212346181517,0.025571212346181517,-1.3290681657813406,1
BA,US_STOCK,1D,BUY,moderate,58,1970-12-29T14:30:00.000Z,1971-01-06T14:30:00.000Z,5,0.48148098587989807,0.4979420006275177,0.454144,0.536155,time_exit,2.000000000000002,0.05677690459581101,0.027337,0.02733698587989808,0.9999994834801945,0.6021514704473654,0.6021517814706865,0.6021514704473654,0.008806397663970041,0.008806397663970041,0.5933450727833953,1
DIS,US_STOCK,1D,BUY,moderate,58,1971-01-06T14:30:00.000Z,1971-01-06T14:30:00.000Z,0,0.7398750185966492,0.768318,0.703496,0.768318,take_profit,2.0000462812977187,0.029203580952067976,0.021607000000000043,0.03637901859664916,1.6836681907089872,1.3163780905887315,0.7818512565913649,1.3163780905887315,0.017121188008438183,0.017121188008438183,1.2992569025802934,1
XOM,US_STOCK,1D,BUY,strong,70,1970-12-31T14:30:00.000Z,1971-01-08T14:30:00.000Z,5,2.28125,2.234,2.234,2.3758,stop_loss,1.9978858350951423,0.02073424657534242,0.0472999999999999,0.047250000000000014,0.9989429175475711,-0.9989429175475711,-1,-0.9989429175475711,0.024114693446088846,0.024114693446088846,-1.02305761099366,1
DIS,US_STOCK,1D,BUY,strong,70,1971-01-08T14:30:00.000Z,1971-01-11T14:30:00.000Z,1,0.7719879746437073,0.778985,0.751184,0.778985,take_profit,0.0716598566031938,0.03360415039103807,0.02594200000000002,0.020803974643707313,0.8019418180443796,0.2697180385588142,0.3363311807539234,0.2697180385588142,0.01487911446002056,0.01487911446002056,0.25483892409879366,1
BA,US_STOCK,1D,SELL,moderate,64,1971-01-13T14:30:00.000Z,1971-01-13T14:30:00.000Z,0,0.6090530157089233,0.612145,0.612145,0.543797,stop_loss,21.104786545924316,0.005076733749361835,0.0030920000000000947,0.0030919842910767104,0.9999949194943777,-0.9999949194943777,-1,-0.9999949194943777,0.09848852129833517,0.09848852129833517,-1.0984834407927129,1
BA,US_STOCK,1D,SELL,moderate,64,1971-01-14T14:30:00.000Z,1971-01-14T14:30:00.000Z,0,0.6090530157089233,0.612145,0.612145,0.542034,stop_loss,21.674967658472795,0.005076733749361835,0.0030920000000000947,0.0030919842910767104,0.9999949194943777,-0.9999949194943777,-1,-0.9999949194943777,0.09848852129833517,0.09848852129833517,-1.0984834407927129,1
XOM,US_STOCK,1D,BUY,moderate,64,1971-01-14T14:30:00.000Z,1971-01-14T14:30:00.000Z,0,2.121093988418579,2.0989,2.0989,2.219,stop_loss,4.40990990990985,0.010466297166092032,0.02220000000000022,0.022193988418579114,0.9997292080440944,-0.9997292080440944,-1,-0.9997292080440944,0.04777238712654411,0.04777238712654411,-1.0475015951706386,1
BA,US_STOCK,1D,SELL,moderate,64,1971-01-15T14:30:00.000Z,1971-01-15T14:30:00.000Z,0,0.6172839999198914,0.620386,0.620386,0.547619,stop_loss,22.45809155383671,0.005025239598632887,0.003101999999999938,0.0031020000801086356,1.000000025824854,-1.000000025824854,-1,-1.000000025824854,0.09949774337844998,0.09949774337844998,-1.099497769203304,1
KO,US_STOCK,1D,BUY,moderate,58,1971-01-08T14:30:00.000Z,1971-01-15T14:30:00.000Z,5,0.8945310115814209,0.8932290077209473,0.873884,0.935826,time_exit,2.000048433186426,0.023081368597270443,0.02064699999999997,0.020647011581420904,1.000000560925119,-0.06306019569301277,-0.06306016032098483,-0.06306019569301277,0.021662493620899455,0.021662493620899455,-0.08472268931391222,1
BA,US_STOCK,1D,SELL,moderate,58,1971-01-18T14:30:00.000Z,1971-01-18T14:30:00.000Z,0,0.6090530157089233,0.612145,0.612145,0.537625,stop_loss,23.100905562741833,0.005076733749361835,0.0030920000000000947,0.0030919842910767104,0.9999949194943777,-0.9999949194943777,-1,-0.9999949194943777,0.09848852129833517,0.09848852129833517,-1.0984834407927129,1
XOM,US_STOCK,1D,BUY,moderate,64,1971-01-15T14:30:00.000Z,1971-01-22T14:30:00.000Z,5,2.128906011581421,2.195312976837158,2.0989,2.2294,time_exit,3.3500000000000303,0.014091744697416128,0.029999999999999805,0.03000601158142091,1.0002003860473703,2.2135655085245913,2.213122029748702,2.2135655085245913,0.03548176685969058,0.03548176685969058,2.1780837416649006,1
